id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:valid	node2;kgtk:list_len	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:si_units	node2;kgtk:units_node	node2;kgtk:text	node2;kgtk:language	node2;kgtk:language_suffix	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:truth	node2;kgtk:symbol
awsd.csv;J8	QQTEST01_Incident_ID_22	PVARIABLE-QTEST01-002	2	number	True	0	2													
awsd.csv;J8-P585-^1997-09-24T00:00:00/10-0000	awsd.csv;J8	P585	^1997-09-24T00:00:00/10	date_and_times	True	0											"1997-09-24T00:00:00"	10		
awsd.csv;J8-P2006020004-Qawsd-0000	awsd.csv;J8	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J8-P17-Q115-0000	awsd.csv;J8	P17	Q115	symbol	True	0														Q115
awsd.csv;J8-P2006190001-Q55606809-0000	awsd.csv;J8	P2006190001	Q55606809	symbol	True	0														Q55606809
awsd.csv;J8-P276-"POINT( 44.795 8.53056 )"-0000	awsd.csv;J8	P276	"POINT( 44.795 8.53056 )"	string	True	0						"POINT( 44.795 8.53056 )"								
awsd.csv;J8-PQUALIFIER-QTEST01-023-"Shooting"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-023	"Shooting"	string	True	0						"Shooting"								
awsd.csv;J8-PQUALIFIER-QTEST01-024-"Individual attack"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-024	"Individual attack"	string	True	0						"Individual attack"								
awsd.csv;J8-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J8-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J8-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J8-PQUALIFIER-QTEST01-028-"2 UN national staffers shot dead in apparent robbery attempt in Ogaden region Sept 24."-0000	awsd.csv;J8	PQUALIFIER-QTEST01-028	"2 UN national staffers shot dead in apparent robbery attempt in Ogaden region Sept 24."	string	True	0						"2 UN national staffers shot dead in apparent robbery attempt in Ogaden region Sept 24."								
awsd.csv;J8-PQUALIFIER-QTEST01-029-"Archived"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-029	"Archived"	string	True	0						"Archived"								
awsd.csv;J8-PQUALIFIER-QTEST01-030-"Archived"-0000	awsd.csv;J8	PQUALIFIER-QTEST01-030	"Archived"	string	True	0						"Archived"								
awsd.csv;J9	QQTEST01_Incident_ID_47	PVARIABLE-QTEST01-002	0	number	True	0	0													
awsd.csv;J9-P585-^1998-06-25T00:00:00/10-0000	awsd.csv;J9	P585	^1998-06-25T00:00:00/10	date_and_times	True	0											"1998-06-25T00:00:00"	10		
awsd.csv;J9-P2006020004-Qawsd-0000	awsd.csv;J9	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J9-P17-Q115-0000	awsd.csv;J9	P17	Q115	symbol	True	0														Q115
awsd.csv;J9-P2006190001-Q202800-0000	awsd.csv;J9	P2006190001	Q202800	symbol	True	0														Q202800
awsd.csv;J9-P276-"POINT( 44 7 )"-0000	awsd.csv;J9	P276	"POINT( 44 7 )"	string	True	0						"POINT( 44 7 )"								
awsd.csv;J9-PQUALIFIER-QTEST01-023-"Kidnapping"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-023	"Kidnapping"	string	True	0						"Kidnapping"								
awsd.csv;J9-PQUALIFIER-QTEST01-024-"Ambush"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-024	"Ambush"	string	True	0						"Ambush"								
awsd.csv;J9-PQUALIFIER-QTEST01-025-"Road"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-025	"Road"	string	True	0						"Road"								
awsd.csv;J9-PQUALIFIER-QTEST01-026-"Non-state armed group: Regional"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-026	"Non-state armed group: Regional"	string	True	0						"Non-state armed group: Regional"								
awsd.csv;J9-PQUALIFIER-QTEST01-027-"Al-Itihaad al-Islamiya"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-027	"Al-Itihaad al-Islamiya"	string	True	0						"Al-Itihaad al-Islamiya"								
awsd.csv;J9-PQUALIFIER-QTEST01-028-"6 ICRC international staff (1 Swiss, 5 Somali) abducted when travelling from Gode to Degeh Bur in three marked vehicles on June 25. On July 3 the Islamic group al-Ittihad al-Islami claimed responsibility, stating that the hostages were under investigation."-0000	awsd.csv;J9	PQUALIFIER-QTEST01-028	"6 ICRC international staff (1 Swiss, 5 Somali) abducted when travelling from Gode to Degeh Bur in three marked vehicles on June 25. On July 3 the Islamic group al-Ittihad al-Islami claimed responsibility, stating that the hostages were under investigation."	string	True	0						"6 ICRC international staff (1 Swiss, 5 Somali) abducted when travelling from Gode to Degeh Bur in three marked vehicles on June 25. On July 3 the Islamic group al-Ittihad al-Islami claimed responsibility, stating that the hostages were under investigation."								
awsd.csv;J9-PQUALIFIER-QTEST01-029-"Archived"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-029	"Archived"	string	True	0						"Archived"								
awsd.csv;J9-PQUALIFIER-QTEST01-030-"Archived"-0000	awsd.csv;J9	PQUALIFIER-QTEST01-030	"Archived"	string	True	0						"Archived"								
awsd.csv;J10	QQTEST01_Incident_ID_73	PVARIABLE-QTEST01-002	0	number	True	0	0													
awsd.csv;J10-P585-^1999-04-01T00:00:00/10-0000	awsd.csv;J10	P585	^1999-04-01T00:00:00/10	date_and_times	True	0											"1999-04-01T00:00:00"	10		
awsd.csv;J10-P2006020004-Qawsd-0000	awsd.csv;J10	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J10-P17-Q115-0000	awsd.csv;J10	P17	Q115	symbol	True	0														Q115
awsd.csv;J10-P276-"POINT( 40.489673 9.145 )"-0000	awsd.csv;J10	P276	"POINT( 40.489673 9.145 )"	string	True	0						"POINT( 40.489673 9.145 )"								
awsd.csv;J10-PQUALIFIER-QTEST01-023-"Kidnapping"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-023	"Kidnapping"	string	True	0						"Kidnapping"								
awsd.csv;J10-PQUALIFIER-QTEST01-024-"Unknown"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-024	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J10-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J10-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J10-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J10-PQUALIFIER-QTEST01-028-"1 INGO international (French) staff kidnapped and later released"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-028	"1 INGO international (French) staff kidnapped and later released"	string	True	0						"1 INGO international (French) staff kidnapped and later released"								
awsd.csv;J10-PQUALIFIER-QTEST01-029-"Archived"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-029	"Archived"	string	True	0						"Archived"								
awsd.csv;J10-PQUALIFIER-QTEST01-030-"Archived"-0000	awsd.csv;J10	PQUALIFIER-QTEST01-030	"Archived"	string	True	0						"Archived"								
awsd.csv;J11	QQTEST01_Incident_ID_103	PVARIABLE-QTEST01-002	0	number	True	0	0													
awsd.csv;J11-P585-^2000-02-01T00:00:00/10-0000	awsd.csv;J11	P585	^2000-02-01T00:00:00/10	date_and_times	True	0											"2000-02-01T00:00:00"	10		
awsd.csv;J11-P2006020004-Qawsd-0000	awsd.csv;J11	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J11-P17-Q115-0000	awsd.csv;J11	P17	Q115	symbol	True	0														Q115
awsd.csv;J11-P276-"POINT( 40.489673 9.145 )"-0000	awsd.csv;J11	P276	"POINT( 40.489673 9.145 )"	string	True	0						"POINT( 40.489673 9.145 )"								
awsd.csv;J11-PQUALIFIER-QTEST01-023-"Unknown"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-023	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J11-PQUALIFIER-QTEST01-024-"Ambush"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-024	"Ambush"	string	True	0						"Ambush"								
awsd.csv;J11-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J11-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J11-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J11-PQUALIFIER-QTEST01-028-"1 INGO national staff killed and 1 international staff wounded when vehicle ambushed."-0000	awsd.csv;J11	PQUALIFIER-QTEST01-028	"1 INGO national staff killed and 1 international staff wounded when vehicle ambushed."	string	True	0						"1 INGO national staff killed and 1 international staff wounded when vehicle ambushed."								
awsd.csv;J11-PQUALIFIER-QTEST01-029-"Archived"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-029	"Archived"	string	True	0						"Archived"								
awsd.csv;J11-PQUALIFIER-QTEST01-030-"Archived"-0000	awsd.csv;J11	PQUALIFIER-QTEST01-030	"Archived"	string	True	0						"Archived"								
awsd.csv;J12	QQTEST01_Incident_ID_475	PVARIABLE-QTEST01-002	0	number	True	0	0													
awsd.csv;J12-P585-^2006-09-20T00:00:00/10-0000	awsd.csv;J12	P585	^2006-09-20T00:00:00/10	date_and_times	True	0											"2006-09-20T00:00:00"	10		
awsd.csv;J12-P2006020004-Qawsd-0000	awsd.csv;J12	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J12-P17-Q115-0000	awsd.csv;J12	P17	Q115	symbol	True	0														Q115
awsd.csv;J12-P276-"POINT( 40.489673 9.145 )"-0000	awsd.csv;J12	P276	"POINT( 40.489673 9.145 )"	string	True	0						"POINT( 40.489673 9.145 )"								
awsd.csv;J12-PQUALIFIER-QTEST01-023-"Kidnapping"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-023	"Kidnapping"	string	True	0						"Kidnapping"								
awsd.csv;J12-PQUALIFIER-QTEST01-024-"Unknown"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-024	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J12-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J12-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J12-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J12-PQUALIFIER-QTEST01-028-"2 ICRC (1 international [Irish], 1 national) staff kidnapped, Sept 18; released unharmed on Sept 23."-0000	awsd.csv;J12	PQUALIFIER-QTEST01-028	"2 ICRC (1 international [Irish], 1 national) staff kidnapped, Sept 18; released unharmed on Sept 23."	string	True	0						"2 ICRC (1 international [Irish], 1 national) staff kidnapped, Sept 18; released unharmed on Sept 23."								
awsd.csv;J12-PQUALIFIER-QTEST01-029-"Archived"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-029	"Archived"	string	True	0						"Archived"								
awsd.csv;J12-PQUALIFIER-QTEST01-030-"Archived"-0000	awsd.csv;J12	PQUALIFIER-QTEST01-030	"Archived"	string	True	0						"Archived"								
awsd.csv;J13	QQTEST01_Incident_ID_782	PVARIABLE-QTEST01-002	0	number	True	0	0													
awsd.csv;J13-P585-^2008-01-01T00:00:00/10-0000	awsd.csv;J13	P585	^2008-01-01T00:00:00/10	date_and_times	True	0											"2008-01-01T00:00:00"	10		
awsd.csv;J13-P2006020004-Qawsd-0000	awsd.csv;J13	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J13-P17-Q115-0000	awsd.csv;J13	P17	Q115	symbol	True	0														Q115
awsd.csv;J13-P276-"POINT( 40.489673 9.145 )"-0000	awsd.csv;J13	P276	"POINT( 40.489673 9.145 )"	string	True	0						"POINT( 40.489673 9.145 )"								
awsd.csv;J13-PQUALIFIER-QTEST01-023-"Landmine "-0000	awsd.csv;J13	PQUALIFIER-QTEST01-023	"Landmine "	string	True	0						"Landmine "								
awsd.csv;J13-PQUALIFIER-QTEST01-024-"Ambush"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-024	"Ambush"	string	True	0						"Ambush"								
awsd.csv;J13-PQUALIFIER-QTEST01-025-"Road"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-025	"Road"	string	True	0						"Road"								
awsd.csv;J13-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J13-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J13-PQUALIFIER-QTEST01-028-"Three national staff of a local partner organization of an INGO were killed in a mine incident returning from an area they worked under a sub-grant."-0000	awsd.csv;J13	PQUALIFIER-QTEST01-028	"Three national staff of a local partner organization of an INGO were killed in a mine incident returning from an area they worked under a sub-grant."	string	True	0						"Three national staff of a local partner organization of an INGO were killed in a mine incident returning from an area they worked under a sub-grant."								
awsd.csv;J13-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J13-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J13	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J14	QQTEST01_Incident_ID_793	PVARIABLE-QTEST01-002	1	number	True	0	1													
awsd.csv;J14-P585-^2008-07-01T00:00:00/10-0000	awsd.csv;J14	P585	^2008-07-01T00:00:00/10	date_and_times	True	0											"2008-07-01T00:00:00"	10		
awsd.csv;J14-P2006020004-Qawsd-0000	awsd.csv;J14	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J14-P17-Q115-0000	awsd.csv;J14	P17	Q115	symbol	True	0														Q115
awsd.csv;J14-P276-"POINT( 38.74689 9.02497 )"-0000	awsd.csv;J14	P276	"POINT( 38.74689 9.02497 )"	string	True	0						"POINT( 38.74689 9.02497 )"								
awsd.csv;J14-PQUALIFIER-QTEST01-023-"Shooting"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-023	"Shooting"	string	True	0						"Shooting"								
awsd.csv;J14-PQUALIFIER-QTEST01-024-"Ambush"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-024	"Ambush"	string	True	0						"Ambush"								
awsd.csv;J14-PQUALIFIER-QTEST01-025-"Road"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-025	"Road"	string	True	0						"Road"								
awsd.csv;J14-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J14-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J14-PQUALIFIER-QTEST01-028-"1 UN national staff in Ethiopia was shot and injured by armed robbers on the road between Dire Dawa and Addis Ababa, while travelling on private business , 1 July 2008."-0000	awsd.csv;J14	PQUALIFIER-QTEST01-028	"1 UN national staff in Ethiopia was shot and injured by armed robbers on the road between Dire Dawa and Addis Ababa, while travelling on private business , 1 July 2008."	string	True	0						"1 UN national staff in Ethiopia was shot and injured by armed robbers on the road between Dire Dawa and Addis Ababa, while travelling on private business , 1 July 2008."								
awsd.csv;J14-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J14-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J14	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J15	QQTEST01_Incident_ID_942	PVARIABLE-QTEST01-002	1	number	True	0	1													
awsd.csv;J15-P585-^2009-03-01T00:00:00/10-0000	awsd.csv;J15	P585	^2009-03-01T00:00:00/10	date_and_times	True	0											"2009-03-01T00:00:00"	10		
awsd.csv;J15-P2006020004-Qawsd-0000	awsd.csv;J15	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J15-P17-Q115-0000	awsd.csv;J15	P17	Q115	symbol	True	0														Q115
awsd.csv;J15-P2006190001-Q1435849-0000	awsd.csv;J15	P2006190001	Q1435849	symbol	True	0														Q1435849
awsd.csv;J15-P276-"POINT( 43.5522312 5.9526975 )"-0000	awsd.csv;J15	P276	"POINT( 43.5522312 5.9526975 )"	string	True	0						"POINT( 43.5522312 5.9526975 )"								
awsd.csv;J15-PQUALIFIER-QTEST01-023-"Bodily assault"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-023	"Bodily assault"	string	True	0						"Bodily assault"								
awsd.csv;J15-PQUALIFIER-QTEST01-024-"Mob violence"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-024	"Mob violence"	string	True	0						"Mob violence"								
awsd.csv;J15-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J15-PQUALIFIER-QTEST01-026-"Unknown"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-026	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J15-PQUALIFIER-QTEST01-027-"Unknown"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-027	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J15-PQUALIFIER-QTEST01-028-"1 UN national staff injured when her vehicle was attacked by civilians thowing stones."-0000	awsd.csv;J15	PQUALIFIER-QTEST01-028	"1 UN national staff injured when her vehicle was attacked by civilians thowing stones."	string	True	0						"1 UN national staff injured when her vehicle was attacked by civilians thowing stones."								
awsd.csv;J15-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J15-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J15	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J16	QQTEST01_Incident_ID_964	PVARIABLE-QTEST01-002	1	number	True	0	1													
awsd.csv;J16-P585-^2010-01-03T00:00:00/10-0000	awsd.csv;J16	P585	^2010-01-03T00:00:00/10	date_and_times	True	0											"2010-01-03T00:00:00"	10		
awsd.csv;J16-P2006020004-Qawsd-0000	awsd.csv;J16	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J16-P17-Q115-0000	awsd.csv;J16	P17	Q115	symbol	True	0														Q115
awsd.csv;J16-P2006190001-Q1435849-0000	awsd.csv;J16	P2006190001	Q1435849	symbol	True	0														Q1435849
awsd.csv;J16-P276-"POINT( 43.5522312 5.9526975 )"-0000	awsd.csv;J16	P276	"POINT( 43.5522312 5.9526975 )"	string	True	0						"POINT( 43.5522312 5.9526975 )"								
awsd.csv;J16-PQUALIFIER-QTEST01-023-"Bodily assault"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-023	"Bodily assault"	string	True	0						"Bodily assault"								
awsd.csv;J16-PQUALIFIER-QTEST01-024-"Detention"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-024	"Detention"	string	True	0						"Detention"								
awsd.csv;J16-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J16-PQUALIFIER-QTEST01-026-"Host State"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-026	"Host State"	string	True	0						"Host State"								
awsd.csv;J16-PQUALIFIER-QTEST01-027-"Ethiopian Defence Forces"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-027	"Ethiopian Defence Forces"	string	True	0						"Ethiopian Defence Forces"								
awsd.csv;J16-PQUALIFIER-QTEST01-028-"1 UN national staff injured when physically assaulted by EDF military forces for carrying a VHF radio."-0000	awsd.csv;J16	PQUALIFIER-QTEST01-028	"1 UN national staff injured when physically assaulted by EDF military forces for carrying a VHF radio."	string	True	0						"1 UN national staff injured when physically assaulted by EDF military forces for carrying a VHF radio."								
awsd.csv;J16-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J16-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J16	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J17	QQTEST01_Incident_ID_1069	PVARIABLE-QTEST01-002	2	number	True	0	2													
awsd.csv;J17-P585-^2010-03-23T00:00:00/10-0000	awsd.csv;J17	P585	^2010-03-23T00:00:00/10	date_and_times	True	0											"2010-03-23T00:00:00"	10		
awsd.csv;J17-P2006020004-Qawsd-0000	awsd.csv;J17	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J17-P17-Q115-0000	awsd.csv;J17	P17	Q115	symbol	True	0														Q115
awsd.csv;J17-P2006190001-Q202107-0000	awsd.csv;J17	P2006190001	Q202107	symbol	True	0														Q202107
awsd.csv;J17-P276-"POINT( 39 8 )"-0000	awsd.csv;J17	P276	"POINT( 39 8 )"	string	True	0						"POINT( 39 8 )"								
awsd.csv;J17-PQUALIFIER-QTEST01-023-"Unknown"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-023	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J17-PQUALIFIER-QTEST01-024-"Mob violence"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-024	"Mob violence"	string	True	0						"Mob violence"								
awsd.csv;J17-PQUALIFIER-QTEST01-025-"Road"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-025	"Road"	string	True	0						"Road"								
awsd.csv;J17-PQUALIFIER-QTEST01-026-"Unaffiliated"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-026	"Unaffiliated"	string	True	0						"Unaffiliated"								
awsd.csv;J17-PQUALIFIER-QTEST01-027-"Oromo clan "-0000	awsd.csv;J17	PQUALIFIER-QTEST01-027	"Oromo clan "	string	True	0						"Oromo clan "								
awsd.csv;J17-PQUALIFIER-QTEST01-028-"A convoy of contracted trucks was attacked with rudimentary weapons by the Oromo clan and food looted while on the road through Oromo territory; two drivers were slightly injured."-0000	awsd.csv;J17	PQUALIFIER-QTEST01-028	"A convoy of contracted trucks was attacked with rudimentary weapons by the Oromo clan and food looted while on the road through Oromo territory; two drivers were slightly injured."	string	True	0						"A convoy of contracted trucks was attacked with rudimentary weapons by the Oromo clan and food looted while on the road through Oromo territory; two drivers were slightly injured."								
awsd.csv;J17-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J17-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J17	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J18	QQTEST01_Incident_ID_1060	PVARIABLE-QTEST01-002	1	number	True	0	1													
awsd.csv;J18-P585-^2010-06-18T00:00:00/10-0000	awsd.csv;J18	P585	^2010-06-18T00:00:00/10	date_and_times	True	0											"2010-06-18T00:00:00"	10		
awsd.csv;J18-P2006020004-Qawsd-0000	awsd.csv;J18	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J18-P17-Q115-0000	awsd.csv;J18	P17	Q115	symbol	True	0														Q115
awsd.csv;J18-P2006190001-Q202800-0000	awsd.csv;J18	P2006190001	Q202800	symbol	True	0														Q202800
awsd.csv;J18-P276-"POINT( 44 7 )"-0000	awsd.csv;J18	P276	"POINT( 44 7 )"	string	True	0						"POINT( 44 7 )"								
awsd.csv;J18-PQUALIFIER-QTEST01-023-"Shooting"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-023	"Shooting"	string	True	0						"Shooting"								
awsd.csv;J18-PQUALIFIER-QTEST01-024-"Combat/Crossfire"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-024	"Combat/Crossfire"	string	True	0						"Combat/Crossfire"								
awsd.csv;J18-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
awsd.csv;J18-PQUALIFIER-QTEST01-026-"Non-state armed group: National"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-026	"Non-state armed group: National"	string	True	0						"Non-state armed group: National"								
awsd.csv;J18-PQUALIFIER-QTEST01-027-"Ogaden National Liberation Front (ONLF)"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-027	"Ogaden National Liberation Front (ONLF)"	string	True	0						"Ogaden National Liberation Front (ONLF)"								
awsd.csv;J18-PQUALIFIER-QTEST01-028-"Staff member (driver) was shot and injured in a cross fire between rebel Ogaden National Liberation Front (ONLF) fighters and Ethiopian Defence Forces (EDF)."-0000	awsd.csv;J18	PQUALIFIER-QTEST01-028	"Staff member (driver) was shot and injured in a cross fire between rebel Ogaden National Liberation Front (ONLF) fighters and Ethiopian Defence Forces (EDF)."	string	True	0						"Staff member (driver) was shot and injured in a cross fire between rebel Ogaden National Liberation Front (ONLF) fighters and Ethiopian Defence Forces (EDF)."								
awsd.csv;J18-PQUALIFIER-QTEST01-029-"Yes"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-029	"Yes"	string	True	0						"Yes"								
awsd.csv;J18-PQUALIFIER-QTEST01-030-"Focal Point"-0000	awsd.csv;J18	PQUALIFIER-QTEST01-030	"Focal Point"	string	True	0						"Focal Point"								
awsd.csv;J19	QQTEST01_Incident_ID_1102	PVARIABLE-QTEST01-002	4	number	True	0	4													
awsd.csv;J19-P585-^2011-05-13T00:00:00/10-0000	awsd.csv;J19	P585	^2011-05-13T00:00:00/10	date_and_times	True	0											"2011-05-13T00:00:00"	10		
awsd.csv;J19-P2006020004-Qawsd-0000	awsd.csv;J19	P2006020004	Qawsd	symbol	True	0														Qawsd
awsd.csv;J19-P17-Q115-0000	awsd.csv;J19	P17	Q115	symbol	True	0														Q115
awsd.csv;J19-P2006190001-Q55606809-0000	awsd.csv;J19	P2006190001	Q55606809	symbol	True	0														Q55606809
awsd.csv;J19-P276-"POINT( 44.795 8.53056 )"-0000	awsd.csv;J19	P276	"POINT( 44.795 8.53056 )"	string	True	0						"POINT( 44.795 8.53056 )"								
awsd.csv;J19-PQUALIFIER-QTEST01-023-"Kidnapping"-0000	awsd.csv;J19	PQUALIFIER-QTEST01-023	"Kidnapping"	string	True	0						"Kidnapping"								
awsd.csv;J19-PQUALIFIER-QTEST01-024-"Ambush"-0000	awsd.csv;J19	PQUALIFIER-QTEST01-024	"Ambush"	string	True	0						"Ambush"								
awsd.csv;J19-PQUALIFIER-QTEST01-025-"Unknown"-0000	awsd.csv;J19	PQUALIFIER-QTEST01-025	"Unknown"	string	True	0						"Unknown"								
